userid,model_name,questiontext,questiontype,pov_x_y_z,upvector,viewdir,fov
69121931-9a0e-4782-a0a9-de2c4a6eca55,statue2.glb,Which of these artifacts is the oldest?,multi_model,"{1.5422238,0.4353131,1.1966821}","{0,1,0}","{-0.7711119,-0.21765655,-0.59834105}",75
69121931-9a0e-4782-a0a9-de2c4a6eca55,statue2.glb,Which of these artifacts is the oldest?,multi_model,"{0.746394,1.0767013,1.5111619}","{0,1,0}","{-0.373197,-0.53835064,-0.75558096}",75
69121931-9a0e-4782-a0a9-de2c4a6eca55,statue.glb,Which of these artifacts is the oldest?,multi_model,"{-1.3573397,-0.13287951,1.4628643}","{0,1,0}","{0.67866987,0.066439755,-0.73143214}",75
69121931-9a0e-4782-a0a9-de2c4a6eca55,statue1.glb,Which of these artifacts is the oldest?,multi_model,"{0,1.2246469e-16,2}","{0,1,0}","{0,-6.123234e-17,-1}",75
69121931-9a0e-4782-a0a9-de2c4a6eca55,statue1.glb,Which cup would you prefer as a gift?,multi_model,"{1.608385,0.5640451,1.046399}","{0,1,0}","{-0.8041925,-0.28202254,-0.5231995}",75
69121931-9a0e-4782-a0a9-de2c4a6eca55,mug.glb,Which cup would you prefer as a gift?,multi_model,"{-0.091755494,1.6354388,1.1475718}","{0,1,0}","{0.045877747,-0.8177194,-0.5737859}",75
69121931-9a0e-4782-a0a9-de2c4a6eca55,mug.glb,Which cup would you prefer as a gift?,multi_model,"{-0.093227774,1.7083129,1.0358454}","{0,1,0}","{0.046613887,-0.85415643,-0.5179227}",75
69121931-9a0e-4782-a0a9-de2c4a6eca55,mug.glb,Which cup would you prefer as a gift?,multi_model,"{0.0045627253,1.4547473,1.3724757}","{0,1,0}","{-0.0022813627,-0.72737366,-0.6862379}",75
69121931-9a0e-4782-a0a9-de2c4a6eca55,statue1.glb,Which of these artifacts is the oldest?,multi_model,"{1.0139065,0.059830934,1.7229085}","{0,1,0}","{-0.50695324,-0.029915467,-0.86145425}",75
69121931-9a0e-4782-a0a9-de2c4a6eca55,mug2.glb,Which cup would you prefer as a gift?,multi_model,"{0.3869522,1.3080205,2.6884277}","{0,1,0}","{-0.128356,-0.43388373,-0.89177895}",75
69121931-9a0e-4782-a0a9-de2c4a6eca55,mug2.glb,Which cup would you prefer as a gift?,multi_model,"{-2.264062,1.1617649,1.6163597}","{0,1,0}","{0.7510125,-0.38536927,-0.53616303}",75
69121931-9a0e-4782-a0a9-de2c4a6eca55,backpack2.glb,Which backpack would you take to the mountains?,multi_model,"{-1.620862,0.9153784,0.7313608}","{0,1,0}","{0.810431,-0.4576892,-0.3656804}",75
69121931-9a0e-4782-a0a9-de2c4a6eca55,statue2.glb,Which of these artifacts is the oldest?,multi_model,"{1.1285368,0.2519857,1.6318418}","{0,1,0}","{-0.5642684,-0.12599285,-0.8159209}",75
69121931-9a0e-4782-a0a9-de2c4a6eca55,mug2.glb,Which backpack would you take to the mountains?,multi_model,"{0.035715368,1.745195,0.9762268}","{0,1,0}","{-0.017857684,-0.8725975,-0.4881134}",75
4d4f1b0c-802d-4007-9a73-424d2e766659,shoe1.glb,Which shoe is more suitable for running?,multi_model,"{-1.1877558,0.1189371,0.5793072}","{0,1,0}","{0.89517576,-0.089639306,-0.4366064}",75
4d4f1b0c-802d-4007-9a73-424d2e766659,plate1.glb,Which plate do you prefer?,multi_model,"{-1.1814511,0.10470772,-2.6067977}","{0,1,0}","{0.41252568,-0.036560655,0.910212}",75
69121931-9a0e-4782-a0a9-de2c4a6eca55,statue1.glb,Which of these artifacts is the oldest?,multi_model,"{0.019946178,0.006648861,1.9998895}","{0,1,0}","{-0.009973089,-0.0033244304,-0.99994475}",75
69121931-9a0e-4782-a0a9-de2c4a6eca55,statue1.glb,Which of these artifacts is the oldest?,multi_model,"{1.0367513,0.46123174,1.6469402}","{0,1,0}","{-0.51837564,-0.23061587,-0.8234701}",75
69121931-9a0e-4782-a0a9-de2c4a6eca55,statue2.glb,Which of these artifacts is the oldest?,multi_model,"{0.7321123,0.57679045,1.7695549}","{0,1,0}","{-0.36605614,-0.28839523,-0.8847774}",75
69121931-9a0e-4782-a0a9-de2c4a6eca55,mug.glb,Which cup would you prefer as a gift?,multi_model,"{-0.736237,1.4241955,2.7385676}","{0,1,0}","{0.23200646,-0.4487992,-0.8629903}",75
69121931-9a0e-4782-a0a9-de2c4a6eca55,mug.glb,Which cup would you prefer as a gift?,multi_model,"{-1.4150412,2.7994187,0.48066968}","{0,1,0}","{0.44591445,-0.882166,-0.1514709}",75
69121931-9a0e-4782-a0a9-de2c4a6eca55,mug.glb,Which cup would you prefer as a gift?,multi_model,"{-1.5905272,-0.094932154,2.744329}","{0,1,0}","{0.5012144,0.029915467,-0.8648059}",75
69121931-9a0e-4782-a0a9-de2c4a6eca55,mug.glb,Which cup would you prefer as a gift?,multi_model,"{1.3615448,0.59773445,2.803398}","{0,1,0}","{-0.4290564,-0.18836088,-0.88341993}",75
69121931-9a0e-4782-a0a9-de2c4a6eca55,mug1.glb,Which cup would you prefer as a gift?,multi_model,"{-0.50501305,1.9979978,5.82811}","{0,1,0}","{0.08169433,-0.32320964,-0.94279456}",75
69121931-9a0e-4782-a0a9-de2c4a6eca55,mug1.glb,Which cup would you prefer as a gift?,multi_model,"{-1.5528169,1.1977811,3.36648}","{0,1,0}","{0.39856312,-0.3074357,-0.864078}",75
69121931-9a0e-4782-a0a9-de2c4a6eca55,mug2.glb,Which cup would you prefer as a gift?,multi_model,"{-1.1079378,4.1594543,0.32768536}","{0,1,0}","{0.25664893,-0.96351933,-0.07590688}",75
69121931-9a0e-4782-a0a9-de2c4a6eca55,backpack.glb,Which backpack would you take to the mountains?,multi_model,"{2.390284,0.11687144,2.5761137}","{0,1,0}","{-0.67979693,-0.033238243,-0.7326468}",75
69121931-9a0e-4782-a0a9-de2c4a6eca55,backpack2.glb,Which backpack would you take to the mountains?,multi_model,"{0.8398459,0.44828233,1.7588922}","{0,1,0}","{-0.41992295,-0.22414117,-0.8794461}",75
5954cfb3-92e5-4402-9ffb-88a9e8086c95,statue2.glb,Which of these artifacts is the oldest?,multi_model,"{0.4192138,0.5725645,1.3752736}","{0,1,0}","{-0.27088663,-0.3699784,-0.88867116}",75
69121931-9a0e-4782-a0a9-de2c4a6eca55,statue1.glb,Which of these artifacts is the oldest?,multi_model,"{0,1.2246469e-16,2}","{0,1,0}","{0,-6.123234e-17,-1}",75
69121931-9a0e-4782-a0a9-de2c4a6eca55,statue1.glb,Which of these artifacts is the oldest?,multi_model,"{0.386667,0.2519857,1.9460195}","{0,1,0}","{-0.1933335,-0.12599285,-0.97300977}",75
69121931-9a0e-4782-a0a9-de2c4a6eca55,statue1.glb,Which of these artifacts is the oldest?,multi_model,"{1.4690071,-0.21236286,-1.3404925}","{0,1,0}","{-0.73450357,0.10618143,0.67024624}",75
69121931-9a0e-4782-a0a9-de2c4a6eca55,statue2.glb,Which of these artifacts is the oldest?,multi_model,"{0.45471933,-0.02659471,1.9474401}","{0,1,0}","{-0.22735967,0.013297355,-0.9737201}",75
69121931-9a0e-4782-a0a9-de2c4a6eca55,mug.glb,Which backpack would you take to the mountains?,multi_model,"{-0.29231954,1.8284405,0.7558799}","{0,1,0}","{0.14615977,-0.9142203,-0.37793994}",75
69121931-9a0e-4782-a0a9-de2c4a6eca55,backpack2.glb,Which backpack would you take to the mountains?,multi_model,"{0.59249204,0.21236286,1.8983823}","{0,1,0}","{-0.29624602,-0.10618143,-0.94919115}",75
69121931-9a0e-4782-a0a9-de2c4a6eca55,statue2.glb,Which of these artifacts is the oldest?,multi_model,"{0.4115279,0.7275864,1.8169378}","{0,1,0}","{-0.20576395,-0.3637932,-0.9084689}",75
69121931-9a0e-4782-a0a9-de2c4a6eca55,statue2.glb,Which of these artifacts is the oldest?,multi_model,"{1.3888756,1.300791,0.6156031}","{0,1,0}","{-0.6944378,-0.6503955,-0.30780154}",75
69121931-9a0e-4782-a0a9-de2c4a6eca55,statue1.glb,Which of these artifacts is the oldest?,multi_model,"{-0.35109803,-0.5625793,2.4981923}","{0,1,0}","{0.13583648,0.21765655,-0.9665268}",75
69121931-9a0e-4782-a0a9-de2c4a6eca55,statue.glb,Which of these artifacts is the oldest?,multi_model,"{-0.33032718,-0.40931752,1.9295967}","{0,1,0}","{0.16516359,0.20465876,-0.96479833}",75
69121931-9a0e-4782-a0a9-de2c4a6eca55,statue2.glb,Which of these artifacts is the oldest?,multi_model,"{1.9711055,0.29808453,-0.16089994}","{0,1,0}","{-0.9855527,-0.14904226,0.08044997}",75
69121931-9a0e-4782-a0a9-de2c4a6eca55,statue2.glb,Which of these artifacts is the oldest?,multi_model,"{1.5104692,-0.23878846,1.2889774}","{0,1,0}","{-0.7552346,0.11939423,-0.6444887}",75
69121931-9a0e-4782-a0a9-de2c4a6eca55,statue2.glb,Which of these artifacts is the oldest?,multi_model,"{-0.7690414,1.2023021,1.401087}","{0,1,0}","{0.3845207,-0.60115105,-0.7005435}",75
69121931-9a0e-4782-a0a9-de2c4a6eca55,statue2.glb,Which of these artifacts is the oldest?,multi_model,"{1.6826446,0.8797291,-0.6283182}","{0,1,0}","{-0.8413223,-0.43986455,0.3141591}",75
69121931-9a0e-4782-a0a9-de2c4a6eca55,statue2.glb,Which of these artifacts is the oldest?,multi_model,"{-0.29776174,0.09305062,1.97552}","{0,1,0}","{0.14888087,-0.04652531,-0.98776}",75
69121931-9a0e-4782-a0a9-de2c4a6eca55,mug2.glb,Which cup would you prefer as a gift?,multi_model,"{0.03919174,1.7419378,0.98189443}","{0,1,0}","{-0.01959587,-0.8709689,-0.49094722}",75
69121931-9a0e-4782-a0a9-de2c4a6eca55,backpack1.glb,Which backpack would you take to the mountains?,multi_model,"{-0.9931488,1.6354388,0.5822332}","{0,1,0}","{0.4965744,-0.8177194,-0.2911166}",75
69121931-9a0e-4782-a0a9-de2c4a6eca55,backpack2.glb,Which backpack would you take to the mountains?,multi_model,"{1.833205,0.15940371,0.7835494}","{0,1,0}","{-0.9166025,-0.079701856,-0.3917747}",75
69121931-9a0e-4782-a0a9-de2c4a6eca55,vase2.glb,Take one photo for this vase.,photo_model,"{0.69890094,1.1376022,1.4890932}","{0,1,0}","{-0.34945047,-0.5688011,-0.7445466}",75
69121931-9a0e-4782-a0a9-de2c4a6eca55,table.glb,Which desk would you choose for your home?,multi_model,"{0.3114237,1.3748995,1.4186848}","{0,1,0}","{-0.15571184,-0.68744975,-0.7093424}",75
69121931-9a0e-4782-a0a9-de2c4a6eca55,table.glb,Which desk would you choose for your home?,multi_model,"{-1.0456347,1.2361482,2.0147743}","{0,1,0}","{0.40454614,-0.478254,-0.77949697}",75
69121931-9a0e-4782-a0a9-de2c4a6eca55,table.glb,Which desk would you choose for your home?,multi_model,"{-0.18942524,0.7289467,2.4725463}","{0,1,0}","{0.07328682,-0.28202254,-0.9566046}",75
69121931-9a0e-4782-a0a9-de2c4a6eca55,table.glb,Which desk would you choose for your home?,multi_model,"{-0.2888982,1.5400339,2.0556176}","{0,1,0}","{0.11177196,-0.5958245,-0.7952988}",75
69121931-9a0e-4782-a0a9-de2c4a6eca55,table.glb,Which desk would you choose for your home?,multi_model,"{-2.2327418,-0.47841686,-1.2110788}","{0,1,0}","{0.8638265,0.18509492,0.46855482}",75
69121931-9a0e-4782-a0a9-de2c4a6eca55,table1.glb,Which desk would you choose for your home?,multi_model,"{0.68726915,0.85365033,2.4902637}","{0,1,0}","{-0.25260296,-0.31375572,-0.91528636}",75
69121931-9a0e-4782-a0a9-de2c4a6eca55,table1.glb,Which desk would you choose for your home?,multi_model,"{-0.8427983,0.19881167,2.5792704}","{0,1,0}","{0.3097671,-0.07307242,-0.94800043}",75
69121931-9a0e-4782-a0a9-de2c4a6eca55,table1.glb,Which desk would you choose for your home?,multi_model,"{-1.5682381,0.8793721,2.04201}","{0,1,0}","{0.57639956,-0.32320964,-0.7505325}",75
69121931-9a0e-4782-a0a9-de2c4a6eca55,table1.glb,Which desk would you choose for your home?,multi_model,"{-0.87850577,1.1612839,3.4027624}","{0,1,0}","{0.23735473,-0.31375572,-0.9193585}",75
69121931-9a0e-4782-a0a9-de2c4a6eca55,table1.glb,Which desk would you choose for your home?,multi_model,"{0.48807418,0.36512876,1.5106775}","{0,1,0}","{-0.29961354,-0.22414117,-0.9273578}",75
69121931-9a0e-4782-a0a9-de2c4a6eca55,table2.glb,Which desk would you choose for your home?,multi_model,"{0.9139641,0.5325401,1.9473113}","{0,1,0}","{-0.4124263,-0.24030872,-0.8787242}",75
69121931-9a0e-4782-a0a9-de2c4a6eca55,table2.glb,Which desk would you choose for your home?,multi_model,"{-1.0051646,0.6604713,2.599155}","{0,1,0}","{0.350972,-0.23061587,-0.90754336}",75
69121931-9a0e-4782-a0a9-de2c4a6eca55,table2.glb,Which desk would you choose for your home?,multi_model,"{-0.8173499,1.698753,2.1560059}","{0,1,0}","{0.28539297,-0.5931513,-0.7528097}",75
69121931-9a0e-4782-a0a9-de2c4a6eca55,table2.glb,Which desk would you choose for your home?,multi_model,"{0.7746514,-1.3613243,2.3976855}","{0,1,0}","{-0.27048397,0.47533175,-0.8371966}",75
69121931-9a0e-4782-a0a9-de2c4a6eca55,table2.glb,Which desk would you choose for your home?,multi_model,"{-2.9719393,0.6446284,2.4353929}","{0,1,0}","{0.76281077,-0.16545744,-0.62509483}",75
69121931-9a0e-4782-a0a9-de2c4a6eca55,table2.glb,Which desk would you choose for your home?,multi_model,"{-2.375868,0.84984505,4.9757886}","{0,1,0}","{0.42585763,-0.15232874,-0.8918751}",75
69121931-9a0e-4782-a0a9-de2c4a6eca55,table2.glb,Which desk would you choose for your home?,multi_model,"{-0.94372886,0.3375706,1.9764545}","{0,1,0}","{0.42585763,-0.15232874,-0.8918751}",75
69121931-9a0e-4782-a0a9-de2c4a6eca55,table2.glb,Which desk would you choose for your home?,multi_model,"{-0.10268812,0.19864666,2.204755}","{0,1,0}","{0.046338014,-0.089639306,-0.99489576}",75
69121931-9a0e-4782-a0a9-de2c4a6eca55,car.glb,Which car looks faster to you?,multi_model,"{1.7754369,0.38523117,1.8385187}","{0,1,0}","{-0.6868996,-0.14904226,-0.7113054}",75
69121931-9a0e-4782-a0a9-de2c4a6eca55,car.glb,Which car looks faster to you?,multi_model,"{1.2398537,0.2690213,1.2839062}","{0,1,0}","{-0.6868996,-0.14904226,-0.7113054}",75
69121931-9a0e-4782-a0a9-de2c4a6eca55,car.glb,Which car looks faster to you?,multi_model,"{1.3139701,0.31624633,0.74303746}","{0,1,0}","{-0.8997529,-0.25640988,-0.353127}",75
69121931-9a0e-4782-a0a9-de2c4a6eca55,car.glb,Which car looks faster to you?,multi_model,"{0.81586033,1.182363,0.16339214}","{0,1,0}","{-0.5603732,-0.82341945,-0.08923187}",75
69121931-9a0e-4782-a0a9-de2c4a6eca55,car.glb,Which car looks faster to you?,multi_model,"{1.4427214,0.37263697,0.035948522}","{0,1,0}","{-0.9451837,-0.32635388,-0.010998208}",75
69121931-9a0e-4782-a0a9-de2c4a6eca55,car1.glb,Which car looks faster to you?,multi_model,"{-0.106322415,0.02659471,1.9969949}","{0,1,0}","{0.053161208,-0.013297355,-0.9984974}",75
69121931-9a0e-4782-a0a9-de2c4a6eca55,car1.glb,Which car looks faster to you?,multi_model,"{1.0905185,0.62751144,1.5546701}","{0,1,0}","{-0.54525924,-0.31375572,-0.77733505}",75
69121931-9a0e-4782-a0a9-de2c4a6eca55,car1.glb,Which car looks faster to you?,multi_model,"{1.7162875,0.14513637,0.80205524}","{0,1,0}","{-0.9033092,-0.07638756,-0.42213434}",75
69121931-9a0e-4782-a0a9-de2c4a6eca55,car2.glb,Which car looks faster to you?,multi_model,"{0.9115814,0.8975984,1.5373147}","{0,1,0}","{-0.4557907,-0.4487992,-0.7686573}",75
69121931-9a0e-4782-a0a9-de2c4a6eca55,car2.glb,Which car looks faster to you?,multi_model,"{1.0338917,0.15940371,1.7045993}","{0,1,0}","{-0.51694584,-0.079701856,-0.85229963}",75
69121931-9a0e-4782-a0a9-de2c4a6eca55,car2.glb,Which car looks faster to you?,multi_model,"{1.9943652,0.13287951,-0.06964477}","{0,1,0}","{-0.9971826,-0.066439755,0.034822386}",75
69121931-9a0e-4782-a0a9-de2c4a6eca55,car2.glb,Which car looks faster to you?,multi_model,"{-1.5052451,0.46123174,1.2334919}","{0,1,0}","{0.75262254,-0.23061587,-0.61674595}",75
69121931-9a0e-4782-a0a9-de2c4a6eca55,camera.glb,Which camera looks more professional to you?,multi_model,"{-0.043349124,0.7275864,1.862455}","{0,1,0}","{0.021674562,-0.3637932,-0.9312275}",75
69121931-9a0e-4782-a0a9-de2c4a6eca55,camera.glb,Which camera looks more professional to you?,multi_model,"{0.8137738,0.09685824,1.5062398}","{0,1,0}","{-0.47457284,-0.056485344,-0.878402}",75
69121931-9a0e-4782-a0a9-de2c4a6eca55,camera.glb,Which camera looks more professional to you?,multi_model,"{-0.9883557,-0.006998801,-1.8588268}","{0,1,0}","{0.46946898,0.0033244304,0.88294274}",75
69121931-9a0e-4782-a0a9-de2c4a6eca55,camera.glb,Which camera looks more professional to you?,multi_model,"{2.0310273,0.5465721,-0.09121354}","{0,1,0}","{-0.96473795,-0.25962174,0.043326434}",75
69121931-9a0e-4782-a0a9-de2c4a6eca55,camera.glb,Which camera looks more professional to you?,multi_model,"{3.1349764,0.7811424,0.84839773}","{0,1,0}","{-0.9385131,-0.23384942,-0.25398353}",75
69121931-9a0e-4782-a0a9-de2c4a6eca55,camera2.glb,Which camera looks more professional to you?,multi_model,"{2.5845602,1.3170428,-0.8208166}","{0,1,0}","{-0.857325,-0.43687654,0.27227324}",75
69121931-9a0e-4782-a0a9-de2c4a6eca55,camera2.glb,Which camera looks more professional to you?,multi_model,"{0.3114025,0.2583036,-2.0660205}","{0,1,0}","{-0.14791618,-0.12269422,0.9813597}",75
69121931-9a0e-4782-a0a9-de2c4a6eca55,camera2.glb,Which camera looks more professional to you?,multi_model,"{0.2669887,0.22146305,-1.7713543}","{0,1,0}","{-0.14791618,-0.12269422,0.9813597}",75
69121931-9a0e-4782-a0a9-de2c4a6eca55,camera2.glb,Which camera looks more professional to you?,multi_model,"{-1.7776521,0.11992376,-0.2891299}","{0,1,0}","{0.98484886,-0.066439755,0.16018277}",75
69121931-9a0e-4782-a0a9-de2c4a6eca55,camera2.glb,Which camera looks more professional to you?,multi_model,"{0.4719752,1.0609524,1.3818989}","{0,1,0}","{-0.26148212,-0.58778524,-0.76559496}",75
69121931-9a0e-4782-a0a9-de2c4a6eca55,armchair.glb,Which armchair would you sit on to read a book?,multi_model,"{-0.039863925,0.07312131,1.9982653}","{0,1,0}","{0.019931963,-0.036560655,-0.99913263}",75
69121931-9a0e-4782-a0a9-de2c4a6eca55,armchair.glb,Which armchair would you sit on to read a book?,multi_model,"{-1.662293,0.9160516,1.5578802}","{0,1,0}","{0.676974,-0.3730649,-0.63445157}",75
69121931-9a0e-4782-a0a9-de2c4a6eca55,armchair.glb,Which armchair would you sit on to read a book?,multi_model,"{0.64942944,1.4891257,1.8412238}","{0,1,0}","{-0.26448217,-0.6064511,-0.74984413}",75
69121931-9a0e-4782-a0a9-de2c4a6eca55,armchair.glb,Which armchair would you sit on to read a book?,multi_model,"{1.2728097,0.96130884,1.866869}","{0,1,0}","{-0.5183557,-0.39149603,-0.76028824}",75
69121931-9a0e-4782-a0a9-de2c4a6eca55,armchair.glb,Which armchair would you sit on to read a book?,multi_model,"{0.8292743,0.20384194,2.3021972}","{0,1,0}","{-0.33772454,-0.08301527,-0.937577}",75
69121931-9a0e-4782-a0a9-de2c4a6eca55,armchair.glb,Which armchair would you sit on to read a book?,multi_model,"{-2.8311448,1.3863609,0.3643523}","{0,1,0}","{0.8921637,-0.43687654,-0.114816405}",75
69121931-9a0e-4782-a0a9-de2c4a6eca55,armchair1.glb,Which armchair would you sit on to read a book?,multi_model,"{0.9076985,0.9348806,1.7924933}","{0,1,0}","{-0.40959895,-0.42186487,-0.8088626}",75
69121931-9a0e-4782-a0a9-de2c4a6eca55,armchair1.glb,Which armchair would you sit on to read a book?,multi_model,"{2.1562734,0.42465323,0.2847904}","{0,1,0}","{-0.97301835,-0.19162478,-0.12851167}",75
69121931-9a0e-4782-a0a9-de2c4a6eca55,armchair1.glb,Which armchair would you sit on to read a book?,multi_model,"{-0.18944353,1.3845729,1.7198894}","{0,1,0}","{0.08548639,-0.6247885,-0.7761001}",75
69121931-9a0e-4782-a0a9-de2c4a6eca55,armchair1.glb,Which armchair would you sit on to read a book?,multi_model,"{-0.77761155,0.4541126,0.78933245}","{0,1,0}","{0.64937663,-0.37922546,-0.65916467}",75
69121931-9a0e-4782-a0a9-de2c4a6eca55,armchair2.glb,Which armchair would you sit on to read a book?,multi_model,"{0,1.2246469e-16,2}","{0,1,0}","{0,-6.123234e-17,-1}",75
69121931-9a0e-4782-a0a9-de2c4a6eca55,armchair2.glb,Which armchair would you sit on to read a book?,multi_model,"{0.28448877,8.1245574e-17,1.2959833}","{0,1,0}","{-0.21441063,-6.123234e-17,-0.97674364}",75
69121931-9a0e-4782-a0a9-de2c4a6eca55,armchair2.glb,Which armchair would you sit on to read a book?,multi_model,"{1.3447673,0.42161804,0.6393644}","{0,1,0}","{-0.86895865,-0.2724402,-0.41314307}",75
69121931-9a0e-4782-a0a9-de2c4a6eca55,armchair2.glb,Which armchair would you sit on to read a book?,multi_model,"{-0.27832824,0.5341289,1.4255481}","{0,1,0}","{0.1798495,-0.3451422,-0.9211574}",75
69121931-9a0e-4782-a0a9-de2c4a6eca55,armchair2.glb,Which armchair would you sit on to read a book?,multi_model,"{-1.2583174,-0.16432233,0.8857671}","{0,1,0}","{0.81309664,0.10618143,-0.57236296}",75
69121931-9a0e-4782-a0a9-de2c4a6eca55,armchair2.glb,Which armchair would you sit on to read a book?,multi_model,"{-0.0393651,-0.45123315,1.4797928}","{0,1,0}","{0.025436852,0.2915768,-0.9562091}",75
69121931-9a0e-4782-a0a9-de2c4a6eca55,armchair2.glb,Which armchair would you sit on to read a book?,multi_model,"{1.035063,-0.2813884,1.1155326}","{0,1,0}","{-0.6688346,0.18182692,-0.7208323}",75
69121931-9a0e-4782-a0a9-de2c4a6eca55,plant.glb,Which plant would you prefer on your balcony?,multi_model,"{0.38682815,0.24538843,1.9468304}","{0,1,0}","{-0.19341408,-0.12269422,-0.9734152}",75
69121931-9a0e-4782-a0a9-de2c4a6eca55,plant.glb,Which plant would you prefer on your balcony?,multi_model,"{0.50781727,0.6652629,1.8164655}","{0,1,0}","{-0.25390863,-0.33263144,-0.90823275}",75
69121931-9a0e-4782-a0a9-de2c4a6eca55,plant.glb,Which plant would you prefer on your balcony?,multi_model,"{0.23875761,1.5962701,1.1810658}","{0,1,0}","{-0.119378805,-0.79813504,-0.5905329}",75
